<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200527;000000;42.295;42.925;41.29;41.7;62895800
20200528;000000;41.495;41.815;39.79;40.685;75553300
20200529;000000;40.675;41.2;40.11;40.5;54905900
20200530;000000;40.31;40.36;38.935;39.61;75241000
20200602;000000;40.14;40.48;39.53;39.95;49552900
20200603;000000;40.125;40.925;39.885;40.225;82177000
20200604;000000;40.485;40.69;39.31;39.995;79826000
20200605;000000;39.845;39.99;39.26;39.99;38613800
20200606;000000;40.05;40.415;39.935;40.335;39059900
20200609;000000;40.355;41.85;39.855;40.305;65538200
20200610;000000;40.4;40.775;39.62;40.715;39728800
20200611;000000;40.54;41.155;40.205;41.1;42249200
20200612;000000;40.7;40.9;39.44;39.98;50431200
20200616;000000;39.37;39.41;37.755;39.375;53131500
20200617;000000;39.555;40.56;39.55;39.965;34789800
20200618;000000;40.315;40.435;38.9;39.205;35218600
20200619;000000;39.305;39.39;38.105;38.41;56613100
20200620;000000;38.675;39.65;38.625;39.095;55933500
20200623;000000;38.995;39.4;38.5;39.22;26960900
20200624;000000;39.3;40.16;39.085;39.75;34715100
20200626;000000;38.955;39.475;38.575;39.135;37066700
20200627;000000;39.14;39.215;38.13;38.3;24945600
20200630;000000;38.2;38.635;37.83;38.535;22998700
20200701;000000;38.58;38.7;38.26;38.415;26860700
20200703;000000;38.67;38.97;38.34;38.76;28505600
20200704;000000;38.78;38.835;38.31;38.515;15779800
20200707;000000;38.72;39.315;38.72;38.93;26973800
20200708;000000;38.8;40.235;38.565;39.7;39504700
20200709;000000;39.755;40.26;38.815;39.16;38481100
20200710;000000;38.99;39.435;38.41;38.62;25500000
20200711;000000;38.26;38.735;38.17;38.59;26456600
20200714;000000;38.65;38.985;37.9;37.905;21168100
20200715;000000;37.94;38.03;36.25;37.45;59237700
20200716;000000;37.64;38.465;36.68;37.27;53503900
20200717;000000;36.925;37.24;36.44;36.9;36260900
20200718;000000;36.305;36.9;36.265;36.845;25052800
20200721;000000;36.73;37.365;36.585;37.225;20796700
20200722;000000;37.25;37.775;37.13;37.585;38272500
20200723;000000;37.5;37.975;37.35;37.64;25380700
20200724;000000;37.7;38.1;37.03;37.2;27306300
20200725;000000;37.25;38.245;36.95;38.2;32444900
20200728;000000;38.255;38.26;37.49;37.855;28453500
20200729;000000;37.895;38.19;37.025;37.145;38844100
20200730;000000;37.21;37.62;36.98;37.39;30398500
20200731;000000;37.33;37.62;36.85;37.225;34297700
20200801;000000;37.265;37.395;36.995;37.25;24423200
20200804;000000;37.255;37.345;37;37.06;20358500
